FILE,CLASS,BMT,REPLICATE,DATA SET,CLASS2,C LEVEL,M LEVEL,VERTICES,CONNECTED EDGES,WEDGE COUNT,CLAW COUNT,MAX DEGREE
ANM2,AN,M2,2,Training,M,125,70,1486,5107,23,814,5
ANM3,AN,M3,3,Training,M,125,70,1846,6435,5,969,5
ANM4,AN,M4,4,Training,M,125,70,2063,7188,8,1083,5
ANM5,AN,M5,5,Training,M,125,70,2036,7060,8,1098,5
ANM6,AN,M6,6,Training,M,125,70,985,3390,15,538,5
ANM7,AN,M7,7,Validation,M,125,70,1427,4985,9,732,5
ANM8,AN,M8,8,Validation,M,125,70,1529,5263,14,852,5
ANM9,AN,M9,9,Validation,M,125,70,1657,5681,18,930,5
ANM10,AN,M10,10,Cross-validation,M,125,70,2356,8129,8,1325,5
ANM1,AN,M1,1,Training,M,125,100,2134,7407,7,1154,5
ANM2,AN,M2,2,Training,M,125,100,1467,5042,20,805,5
ANM3,AN,M3,3,Training,M,125,100,1794,6268,4,928,5
ANM4,AN,M4,4,Training,M,125,100,2025,7043,6,1077,5
ANM5,AN,M5,5,Training,M,125,100,2042,7086,8,1099,5
ANM6,AN,M6,6,Training,M,125,100,1024,3517,16,577,5
ANM7,AN,M7,7,Validation,M,125,100,1429,4999,9,725,5
ANM8,AN,M8,8,Validation,M,125,100,1538,5303,14,852,5
ANM9,AN,M9,9,Validation,M,125,100,1662,5695,16,940,5
ANM10,AN,M10,10,Cross-validation,M,125,100,2462,8491,9,1393,5
ANM1,AN,M1,1,Training,M,125,125,2093,7254,13,1137,5
ANM2,AN,M2,2,Training,M,125,125,1435,4952,19,770,5
ANM3,AN,M3,3,Training,M,125,125,1641,5700,5,876,5
ANM4,AN,M4,4,Training,M,125,125,1929,6711,5,1026,5
ANM5,AN,M5,5,Training,M,125,125,1906,6606,7,1036,5
ANM6,AN,M6,6,Training,M,125,125,847,2907,15,470,5
ANM7,AN,M7,7,Validation,M,125,125,1538,5338,37,772,5
ANM8,AN,M8,8,Validation,M,125,125,1407,4855,15,769,5
ANM9,AN,M9,9,Validation,M,125,125,1658,5688,28,914,5
ANM10,AN,M10,10,Cross-validation,M,125,125,2292,7935,7,1265,5
ANM1,AN,M1,1,Training,M,175,70,1608,5574,10,870,5
ANM2,AN,M2,2,Training,M,175,70,905,3093,10,514,5
ANM3,AN,M3,3,Training,M,175,70,1350,4631,9,773,5
ANM4,AN,M4,4,Training,M,175,70,1629,5666,7,857,5
ANM5,AN,M5,5,Training,M,175,70,1503,5175,13,828,5
ANM6,AN,M6,6,Training,M,175,70,685,2361,10,368,5
ANM7,AN,M7,7,Validation,M,175,70,851,2966,7,440,5
ANM8,AN,M8,8,Validation,M,175,70,1031,3556,11,557,5
ANM9,AN,M9,9,Validation,M,175,70,1198,4122,11,676,5
ANM10,AN,M10,10,Cross-validation,M,175,70,1925,6670,9,1050,5
ANM1,AN,M1,1,Training,M,175,100,1657,5723,12,910,5
ANM2,AN,M2,2,Training,M,175,100,911,3111,10,520,5
ANM3,AN,M3,3,Training,M,175,100,1319,4540,7,744,5
ANM4,AN,M4,4,Training,M,175,100,1653,5743,7,878,5
ANM5,AN,M5,5,Training,M,175,100,1530,5273,11,843,5
ANM6,AN,M6,6,Training,M,175,100,615,2112,10,337,5
ANM7,AN,M7,7,Validation,M,175,100,854,2980,7,438,5
ANM8,AN,M8,8,Validation,M,175,100,1037,3574,12,563,5
ANM9,AN,M9,9,Validation,M,175,100,1156,3960,11,661,5
ANM10,AN,M10,10,Cross-validation,M,175,100,1923,6659,9,1052,5
ANM1,AN,M1,1,Training,M,175,125,1564,5430,7,846,5
ANM2,AN,M2,2,Training,M,175,125,899,3089,9,497,5
ANM3,AN,M3,3,Training,M,175,125,1225,4200,11,694,5
ANM4,AN,M4,4,Training,M,175,125,1660,5749,7,898,5
ANM5,AN,M5,5,Training,M,175,125,1425,4906,9,793,5
ANM6,AN,M6,6,Training,M,175,125,569,1943,12,320,5
ANM7,AN,M7,7,Validation,M,175,125,779,2715,5,404,5
ANM8,AN,M8,8,Validation,M,175,125,966,3324,13,525,5
ANM9,AN,M9,9,Validation,M,175,125,1113,3824,12,622,5
ANM10,AN,M10,10,Cross-validation,M,175,125,1881,6521,9,1020,5
ANT1,AN,T1,1,Training,T,90,70,1092,3764,21,579,5
ANT2,AN,T2,2,Training,T,90,70,2508,8737,16,1326,5
ANT3,AN,T3,3,Training,T,90,70,777,2661,15,429,5
ANT4,AN,T4,4,Training,T,90,70,991,3374,16,577,5
ANT5,AN,T5,5,Training,T,90,70,1640,5753,10,822,5
ANT6,AN,T6,6,Training,T,90,70,886,3052,7,487,5
ANT7,AN,T7,7,Validation,T,90,70,1687,5868,17,875,5
ANT8,AN,T8,8,Validation,T,90,70,1154,4047,5,586,5
ANT9,AN,T9,9,Validation,T,90,70,2397,8356,10,1261,5
ANT10,AN,T10,10,Cross-validation,T,90,70,1318,4538,9,739,5
ANT1,AN,T1,1,Training,T,90,100,1009,3495,17,521,5
ANT2,AN,T2,2,Training,T,90,100,2441,8532,12,1272,5
ANT3,AN,T3,3,Training,T,90,100,748,2571,17,399,5
ANT4,AN,T4,4,Training,T,90,100,840,2902,15,446,5
ANT5,AN,T5,5,Training,T,90,100,1640,5753,10,822,5
ANT6,AN,T6,6,Training,T,90,100,1092,3789,10,588,5
ANT7,AN,T7,7,Validation,T,90,100,1687,5868,17,875,5
ANT8,AN,T8,8,Validation,T,90,100,1151,4038,5,583,5
ANT9,AN,T9,9,Validation,T,90,100,2404,8363,9,1281,5
ANT10,AN,T10,10,Cross-validation,T,90,100,1319,4540,9,740,5
ANT1,AN,T1,1,Training,T,90,125,940,3258,17,483,5
ANT2,AN,T2,2,Training,T,90,125,2308,8073,12,1193,5
ANT3,AN,T3,3,Training,T,90,125,783,2684,19,429,5
ANT4,AN,T4,4,Training,T,90,125,854,2937,15,469,5
ANT5,AN,T5,5,Training,T,90,125,1639,5761,8,816,5
ANT6,AN,T6,6,Training,T,90,125,902,3104,7,500,5
ANT7,AN,T7,7,Validation,T,90,125,1660,5774,17,861,5
ANT8,AN,T8,8,Validation,T,90,125,1145,4019,5,579,5
ANT9,AN,T9,9,Validation,T,90,125,2258,7848,9,1216,5
ANT10,AN,T10,10,Cross-validation,T,90,125,1260,4335,8,710,5
ANT1,AN,T1,1,Training,T,125,70,723,2487,13,387,5
ANT2,AN,T2,2,Training,T,125,70,1950,6796,11,1023,5
ANT3,AN,T3,3,Training,T,125,70,521,1789,10,280,5
ANT4,AN,T4,4,Training,T,125,70,560,1927,10,304,5
ANT5,AN,T5,5,Training,T,125,70,1256,4367,9,662,5
ANT6,AN,T6,6,Training,T,125,70,610,2096,8,333,5
ANT7,AN,T7,7,Validation,T,125,70,1185,4086,18,638,5
ANT8,AN,T8,8,Validation,T,125,70,830,2875,3,454,5
ANT9,AN,T9,9,Validation,T,125,70,1719,5955,13,922,5
ANT10,AN,T10,10,Cross-validation,T,125,70,906,3101,11,507,5
ANT1,AN,T1,1,Training,T,125,100,710,2440,13,381,5
ANT2,AN,T2,2,Training,T,125,100,1954,6813,11,1025,5
ANT3,AN,T3,3,Training,T,125,100,592,2031,12,330,5
ANT4,AN,T4,4,Training,T,125,100,608,2096,10,326,5
ANT5,AN,T5,5,Training,T,125,100,1256,4367,9,662,5
ANT6,AN,T6,6,Training,T,125,100,610,2096,8,333,5
ANT7,AN,T7,7,Validation,T,125,100,1185,4086,18,638,5
ANT8,AN,T8,8,Validation,T,125,100,942,3213,4,562,5
ANT9,AN,T9,9,Validation,T,125,100,1726,5964,12,940,5
ANT10,AN,T10,10,Cross-validation,T,125,100,907,3098,12,511,5
ANT1,AN,T1,1,Training,T,125,125,796,2720,18,444,5
ANT2,AN,T2,2,Training,T,125,125,1860,6498,11,962,5
ANT3,AN,T3,3,Training,T,125,125,479,1644,9,259,5
ANT4,AN,T4,4,Training,T,125,125,524,1804,10,281,5
ANT5,AN,T5,5,Training,T,125,125,1254,4370,10,648,5
ANT6,AN,T6,6,Training,T,125,125,617,2122,8,335,5
ANT7,AN,T7,7,Validation,T,125,125,1225,4215,21,671,5
ANT8,AN,T8,8,Validation,T,125,125,826,2869,3,446,5
ANT9,AN,T9,9,Validation,T,125,125,1618,5604,12,870,5
ANT10,AN,T10,10,Cross-validation,T,125,125,825,2826,11,457,5
ANT1,AN,T1,1,Training,T,175,70,532,1813,14,296,5
ANT2,AN,T2,2,Training,T,175,70,1284,4451,13,680,5
ANT3,AN,T3,3,Training,T,175,70,457,1541,12,272,5
ANT4,AN,T4,4,Training,T,175,70,452,1562,9,235,5
ANT5,AN,T5,5,Training,T,175,70,822,2865,2,435,5
ANT6,AN,T6,6,Training,T,175,70,449,1538,10,244,5
ANT7,AN,T7,7,Validation,T,175,70,867,3003,10,463,5
ANT8,AN,T8,8,Validation,T,175,70,617,2129,2,341,5
ANT9,AN,T9,9,Validation,T,175,70,1252,4314,9,693,5
ANT10,AN,T10,10,Cross-validation,T,175,70,685,2357,8,376,5
ANT1,AN,T1,1,Training,T,175,100,520,1779,14,281,5
ANT2,AN,T2,2,Training,T,175,100,1289,4470,13,685,5
ANT3,AN,T3,3,Training,T,175,100,387,1315,8,221,5
ANT4,AN,T4,4,Training,T,175,100,444,1539,7,230,5
ANT5,AN,T5,5,Training,T,175,100,822,2865,2,435,5
ANT6,AN,T6,6,Training,T,175,100,449,1538,10,244,5
ANT7,AN,T7,7,Validation,T,175,100,867,3003,10,463,5
ANT8,AN,T8,8,Validation,T,175,100,618,2132,2,342,5
ANT9,AN,T9,9,Validation,T,175,100,1256,4306,9,714,5
ANT10,AN,T10,10,Cross-validation,T,175,100,684,2342,9,383,5
ANT1,AN,T1,1,Training,T,175,125,466,1575,15,267,5
ANT2,AN,T2,2,Training,T,175,125,1223,4262,13,631,5
ANT3,AN,T3,3,Training,T,175,125,349,1184,7,202,5
ANT4,AN,T4,4,Training,T,175,125,425,1460,7,231,5
ANT5,AN,T5,5,Training,T,175,125,830,2904,2,429,5
ANT6,AN,T6,6,Training,T,175,125,456,1565,10,244,5
ANT7,AN,T7,7,Validation,T,175,125,909,3141,12,491,5
ANT8,AN,T8,8,Validation,T,175,125,613,2118,2,336,5
ANT9,AN,T9,9,Validation,T,175,125,1155,3968,9,651,5
ANT10,AN,T10,10,Cross-validation,T,175,125,682,2353,10,372,5
ASB1,AS,B1,1,Training,B,90,70,1664,5795,10,879,5
ASB2,AS,B2,2,Training,B,90,70,1631,5691,6,859,5
ASB3,AS,B3,3,Training,B,90,70,1793,6225,14,954,5
ASB4,AS,B4,4,Training,B,90,70,2758,9701,10,1392,5
ASB5,AS,B5,5,Training,B,90,70,2398,8402,1,1251,5
ASB6,AS,B6,6,Training,B,90,70,1696,5962,4,858,5
ASB7,AS,B7,7,Validation,B,90,70,817,2826,13,428,5
ASB8,AS,B8,8,Validation,B,90,70,1749,6161,2,884,5
ASB9,AS,B9,9,Validation,B,90,70,1318,4615,2,690,5
ASB10,AS,B10,10,Cross-validation,B,90,70,1199,4155,6,644,5
ASB1,AS,B1,1,Training,B,90,100,1542,5385,7,802,5
ASB2,AS,B2,2,Training,B,90,100,1619,5651,6,849,5
ASB3,AS,B3,3,Training,B,90,100,1793,6225,14,954,5
ASB4,AS,B4,4,Training,B,90,100,2758,9699,10,1394,5
ASB5,AS,B5,5,Training,B,90,100,2398,8402,1,1251,5
ASB6,AS,B6,6,Training,B,90,100,1695,5958,4,858,5
ASB7,AS,B7,7,Validation,B,90,100,817,2826,13,428,5
ASB8,AS,B8,8,Validation,B,90,100,1750,6166,2,883,5
ASB9,AS,B9,9,Validation,B,90,100,1318,4615,2,690,5
ASB10,AS,B10,10,Cross-validation,B,90,100,1199,4153,6,646,5
ASB1,AS,B1,1,Training,B,90,125,1542,5385,7,802,5
ASB2,AS,B2,2,Training,B,90,125,1523,5261,7,852,5
ASB3,AS,B3,3,Training,B,90,125,1912,6610,14,1050,5
ASB4,AS,B4,4,Training,B,90,125,2756,9693,10,1392,5
ASB5,AS,B5,5,Training,B,90,125,2404,8427,1,1255,5
ASB6,AS,B6,6,Training,B,90,125,1668,5855,4,852,5
ASB7,AS,B7,7,Validation,B,90,125,808,2799,13,420,5
ASB8,AS,B8,8,Validation,B,90,125,1704,5988,3,878,5
ASB9,AS,B9,9,Validation,B,90,125,1318,4615,2,690,5
ASB10,AS,B10,10,Cross-validation,B,90,125,1108,3845,6,594,5
ASB1,AS,B1,1,Training,B,125,70,1028,3556,10,551,5
ASB2,AS,B2,2,Training,B,125,70,1275,4432,14,666,5
ASB3,AS,B3,3,Training,B,125,70,1279,4396,14,714,5
ASB4,AS,B4,4,Training,B,125,70,2291,7995,12,1196,5
ASB5,AS,B5,5,Training,B,125,70,2327,8178,2,1200,5
ASB6,AS,B6,6,Training,B,125,70,1488,5193,11,765,5
ASB7,AS,B7,7,Validation,B,125,70,600,2060,9,331,5
ASB8,AS,B8,8,Validation,B,125,70,1613,5654,1,836,5
ASB9,AS,B9,9,Validation,B,125,70,1156,4006,3,634,5
ASB10,AS,B10,10,Cross-validation,B,125,70,852,2943,11,450,5
ASB1,AS,B1,1,Training,B,125,100,1028,3556,10,551,5
ASB2,AS,B2,2,Training,B,125,100,1267,4407,14,657,5
ASB3,AS,B3,3,Training,B,125,100,1279,4396,14,714,5
ASB4,AS,B4,4,Training,B,125,100,2291,7993,12,1198,5
ASB5,AS,B5,5,Training,B,125,100,2327,8178,2,1200,5
ASB6,AS,B6,6,Training,B,125,100,1453,5067,9,753,5
ASB7,AS,B7,7,Validation,B,125,100,599,2057,9,330,5
ASB8,AS,B8,8,Validation,B,125,100,1614,5659,1,835,5
ASB9,AS,B9,9,Validation,B,125,100,1156,4006,3,634,5
ASB10,AS,B10,10,Cross-validation,B,125,100,854,2950,11,451,5
ASB1,AS,B1,1,Training,B,125,125,1028,3556,10,551,5
ASB2,AS,B2,2,Training,B,125,125,1132,3910,16,609,5
ASB3,AS,B3,3,Training,B,125,125,1279,4396,14,714,5
ASB4,AS,B4,4,Training,B,125,125,2325,8122,12,1208,5
ASB5,AS,B5,5,Training,B,125,125,2325,8170,2,1200,5
ASB6,AS,B6,6,Training,B,125,125,1435,4999,9,751,5
ASB7,AS,B7,7,Validation,B,125,125,589,2025,9,324,5
ASB8,AS,B8,8,Validation,B,125,125,1595,5586,2,835,5
ASB9,AS,B9,9,Validation,B,125,125,1156,4006,3,634,5
ASB10,AS,B10,10,Cross-validation,B,125,125,803,2756,12,440,5
ASB1,AS,B1,1,Training,B,175,70,538,1862,4,292,5
ASB2,AS,B2,2,Training,B,175,70,738,2569,8,380,5
ASB3,AS,B3,3,Training,B,175,70,609,2069,7,365,5
ASB4,AS,B4,4,Training,B,175,70,1494,5181,9,818,5
ASB5,AS,B5,5,Training,B,175,70,2036,7147,5,1048,5
ASB6,AS,B6,6,Training,B,175,70,990,3435,7,525,5
ASB7,AS,B7,7,Validation,B,175,70,361,1233,9,199,5
ASB8,AS,B8,8,Validation,B,175,70,1327,4627,2,706,5
ASB9,AS,B9,9,Validation,B,175,70,860,2971,3,483,5
ASB10,AS,B10,10,Cross-validation,B,175,70,511,1760,7,276,5
ASB1,AS,B1,1,Training,B,175,100,660,2272,7,369,5
ASB2,AS,B2,2,Training,B,175,100,854,2961,11,451,5
ASB3,AS,B3,3,Training,B,175,100,609,2069,7,365,5
ASB4,AS,B4,4,Training,B,175,100,1494,5184,9,816,5
ASB5,AS,B5,5,Training,B,175,100,2036,7147,5,1048,5
ASB6,AS,B6,6,Training,B,175,100,989,3431,7,525,5
ASB7,AS,B7,7,Validation,B,175,100,361,1233,9,199,5
ASB8,AS,B8,8,Validation,B,175,100,1327,4627,2,706,5
ASB9,AS,B9,9,Validation,B,175,100,860,2971,3,483,5
ASB10,AS,B10,10,Cross-validation,B,175,100,512,1764,7,276,5
ASB1,AS,B1,1,Training,B,175,125,579,2015,4,307,5
ASB2,AS,B2,2,Training,B,175,125,662,2287,10,353,5
ASB3,AS,B3,3,Training,B,175,125,609,2069,7,365,5
ASB4,AS,B4,4,Training,B,175,125,1511,5254,9,817,5
ASB5,AS,B5,5,Training,B,175,125,2035,7142,5,1049,5
ASB6,AS,B6,6,Training,B,175,125,1004,3476,7,543,5
ASB7,AS,B7,7,Validation,B,175,125,362,1237,8,200,5
ASB8,AS,B8,8,Validation,B,175,125,1314,4572,4,708,5
ASB9,AS,B9,9,Validation,B,175,125,860,2971,3,483,5
ASB10,AS,B10,10,Cross-validation,B,175,125,530,1819,11,290,5
ASM1,AS,M1,1,Training,M,90,70,1860,6446,6,1018,5
ASM2,AS,M2,2,Training,M,90,70,1681,5830,7,923,5
ASM3,AS,M3,3,Training,M,90,70,2115,7435,2,1080,5
ASM4,AS,M4,4,Training,M,90,70,1990,6999,4,991,5
ASM5,AS,M5,5,Training,M,90,70,1387,4826,13,729,5
ASM6,AS,M6,6,Training,M,90,70,2113,7294,21,1159,5
ASM7,AS,M7,7,Validation,M,90,70,2053,7198,2,1067,5
ASM8,AS,M8,8,Validation,M,90,70,2546,8854,2,1401,5
ASM9,AS,M9,9,Validation,M,90,70,2245,7878,16,1131,5
ASM10,AS,M10,10,Cross-validation,M,90,70,1824,6291,12,1017,5
ASM1,AS,M1,1,Training,M,90,100,1861,6450,6,1018,5
ASM2,AS,M2,2,Training,M,90,100,1681,5830,7,923,5
ASM3,AS,M3,3,Training,M,90,100,2107,7404,2,1079,5
ASM4,AS,M4,4,Training,M,90,100,1990,6999,4,991,5
ASM5,AS,M5,5,Training,M,90,100,1387,4826,13,729,5
ASM6,AS,M6,6,Training,M,90,100,2087,7227,2,1156,5
ASM7,AS,M7,7,Validation,M,90,100,2049,7183,2,1065,5
ASM8,AS,M8,8,Validation,M,90,100,2546,8854,2,1401,5
ASM9,AS,M9,9,Validation,M,90,100,2210,7788,1,1111,5
ASM10,AS,M10,10,Cross-validation,M,90,100,1824,6291,12,1017,5
ASM1,AS,M1,1,Training,M,90,125,1857,6439,6,1014,5
ASM2,AS,M2,2,Training,M,90,125,1692,5885,7,916,5
ASM3,AS,M3,3,Training,M,90,125,2072,7280,2,1066,5
ASM4,AS,M4,4,Training,M,90,125,1990,6999,4,991,5
ASM5,AS,M5,5,Training,M,90,125,1387,4826,13,729,5
ASM6,AS,M6,6,Training,M,90,125,2083,7208,2,1158,5
ASM7,AS,M7,7,Validation,M,90,125,2042,7155,2,1060,5
ASM8,AS,M8,8,Validation,M,90,125,2385,8300,3,1301,5
ASM9,AS,M9,9,Validation,M,90,125,2183,7688,1,1104,5
ASM10,AS,M10,10,Cross-validation,M,90,125,1824,6291,12,1017,5
ASM1,AS,M1,1,Training,M,125,70,1635,5680,10,871,5
ASM2,AS,M2,2,Training,M,125,70,1485,5143,5,818,5
ASM3,AS,M3,3,Training,M,125,70,1797,6319,4,907,5
ASM4,AS,M4,4,Training,M,125,70,1818,6348,4,953,5
ASM5,AS,M5,5,Training,M,125,70,1069,3708,10,573,5
ASM6,AS,M6,6,Training,M,125,70,1845,6377,3,1022,5
ASM7,AS,M7,7,Validation,M,125,70,1937,6750,16,1012,5
ASM8,AS,M8,8,Validation,M,125,70,2272,7951,3,1187,5
ASM9,AS,M9,9,Validation,M,125,70,2137,7519,2,1074,5
ASM10,AS,M10,10,Cross-validation,M,125,70,1613,5504,10,957,5
ASM1,AS,M1,1,Training,M,125,100,1635,5682,9,871,5
ASM2,AS,M2,2,Training,M,125,100,1485,5143,5,818,5
ASM3,AS,M3,3,Training,M,125,100,1791,6294,4,908,5
ASM4,AS,M4,4,Training,M,125,100,1818,6348,4,953,5
ASM5,AS,M5,5,Training,M,125,100,1069,3708,10,573,5
ASM6,AS,M6,6,Training,M,125,100,1845,6377,3,1022,5
ASM7,AS,M7,7,Validation,M,125,100,1922,6719,2,1011,5
ASM8,AS,M8,8,Validation,M,125,100,2272,7951,3,1187,5
ASM9,AS,M9,9,Validation,M,125,100,2137,7519,2,1074,5
ASM10,AS,M10,10,Cross-validation,M,125,100,1500,5137,9,869,5
ASM1,AS,M1,1,Training,M,125,125,1673,5801,10,904,5
ASM2,AS,M2,2,Training,M,125,125,1485,5143,5,818,5
ASM3,AS,M3,3,Training,M,125,125,1774,6238,4,899,5
ASM4,AS,M4,4,Training,M,125,125,1818,6348,4,953,5
ASM5,AS,M5,5,Training,M,125,125,1069,3708,10,573,5
ASM6,AS,M6,6,Training,M,125,125,1845,6374,3,1024,5
ASM7,AS,M7,7,Validation,M,125,125,1912,6673,2,1012,5
ASM8,AS,M8,8,Validation,M,125,125,2139,7452,4,1141,5
ASM9,AS,M9,9,Validation,M,125,125,2123,7475,2,1065,5
ASM10,AS,M10,10,Cross-validation,M,125,125,1500,5137,9,869,5
ASM1,AS,M1,1,Training,M,175,70,1235,4281,10,657,5
ASM2,AS,M2,2,Training,M,175,70,1033,3551,4,591,5
ASM3,AS,M3,3,Training,M,175,70,1288,4486,6,682,5
ASM4,AS,M4,4,Training,M,175,70,1424,4947,5,766,5
ASM5,AS,M5,5,Training,M,175,70,703,2429,7,386,5
ASM6,AS,M6,6,Training,M,175,70,1452,5006,8,801,5
ASM7,AS,M7,7,Validation,M,175,70,1542,5378,4,815,5
ASM8,AS,M8,8,Validation,M,175,70,1727,5995,15,918,5
ASM9,AS,M9,9,Validation,M,175,70,1874,6560,5,968,5
ASM10,AS,M10,10,Cross-validation,M,175,70,1047,3561,13,616,5
ASM1,AS,M1,1,Training,M,175,100,1236,4286,10,657,5
ASM2,AS,M2,2,Training,M,175,100,1033,3551,4,591,5
ASM3,AS,M3,3,Training,M,175,100,1274,4438,5,675,5
ASM4,AS,M4,4,Training,M,175,100,1424,4947,5,766,5
ASM5,AS,M5,5,Training,M,175,100,703,2429,7,386,5
ASM6,AS,M6,6,Training,M,175,100,1452,5006,8,801,5
ASM7,AS,M7,7,Validation,M,175,100,1546,5386,8,815,5
ASM8,AS,M8,8,Validation,M,175,100,1821,6302,12,1000,5
ASM9,AS,M9,9,Validation,M,175,100,1881,6581,5,975,5
ASM10,AS,M10,10,Cross-validation,M,175,100,1047,3561,13,616,5
ASM1,AS,M1,1,Training,M,175,125,1233,4277,10,654,5
ASM2,AS,M2,2,Training,M,175,125,1033,3551,4,591,5
ASM3,AS,M3,3,Training,M,175,125,1254,4376,5,661,5
ASM4,AS,M4,4,Training,M,175,125,1424,4947,5,766,5
ASM5,AS,M5,5,Training,M,175,125,703,2429,7,386,5
ASM6,AS,M6,6,Training,M,175,125,1455,5015,8,803,5
ASM7,AS,M7,7,Validation,M,175,125,1543,5384,4,812,5
ASM8,AS,M8,8,Validation,M,175,125,1662,5735,13,918,5
ASM9,AS,M9,9,Validation,M,175,125,1853,6496,5,948,5
ASM10,AS,M10,10,Cross-validation,M,175,125,1047,3561,13,616,5
AST1,AS,T1,1,Training,T,90,70,955,3338,4,488,5
AST2,AS,T2,2,Training,T,90,70,1617,5679,2,840,5
AST3,AS,T3,3,Training,T,90,70,2232,7815,4,1157,5
AST4,AS,T4,4,Training,T,90,70,525,1813,7,282,5
AST5,AS,T5,5,Training,T,90,70,1245,4326,2,680,5
AST6,AS,T6,6,Training,T,90,70,2582,9071,0,1326,5
AST7,AS,T7,7,Validation,T,90,70,1371,4729,13,749,5
AST8,AS,T8,8,Validation,T,90,70,1709,5941,10,911,5
AST9,AS,T9,9,Validation,T,90,70,2160,7568,5,1122,5
AST10,AS,T10,10,Cross-validation,T,90,70,2341,8177,6,1244,5
AST1,AS,T1,1,Training,T,90,100,955,3338,4,488,5
AST2,AS,T2,2,Training,T,90,100,1616,5668,2,846,5
AST3,AS,T3,3,Training,T,90,100,2234,7822,4,1158,5
AST4,AS,T4,4,Training,T,90,100,526,1815,7,284,5
AST5,AS,T5,5,Training,T,90,100,1245,4326,2,680,5
AST6,AS,T6,6,Training,T,90,100,2578,9065,0,1318,5
AST7,AS,T7,7,Validation,T,90,100,1402,4833,13,768,5
AST8,AS,T8,8,Validation,T,90,100,1700,5905,9,914,5
AST9,AS,T9,9,Validation,T,90,100,2280,7957,5,1216,5
AST10,AS,T10,10,Cross-validation,T,90,100,2314,8091,4,1221,5
AST1,AS,T1,1,Training,T,90,125,956,3340,5,488,5
AST2,AS,T2,2,Training,T,90,125,1131,3971,1,590,5
AST3,AS,T3,3,Training,T,90,125,2222,7780,4,1152,5
AST4,AS,T4,4,Training,T,90,125,523,1803,7,284,5
AST5,AS,T5,5,Training,T,90,125,1245,4326,2,680,5
AST6,AS,T6,6,Training,T,90,125,2507,8800,0,1295,5
AST7,AS,T7,7,Validation,T,90,125,1359,4672,13,756,5
AST8,AS,T8,8,Validation,T,90,125,1603,5547,10,879,5
AST9,AS,T9,9,Validation,T,90,125,2168,7597,5,1128,5
AST10,AS,T10,10,Cross-validation,T,90,125,2280,7952,4,1222,5
AST1,AS,T1,1,Training,T,125,70,737,2557,8,388,5
AST2,AS,T2,2,Training,T,125,70,1496,5232,3,796,5
AST3,AS,T3,3,Training,T,125,70,1960,6887,3,993,5
AST4,AS,T4,4,Training,T,125,70,364,1250,5,200,5
AST5,AS,T5,5,Training,T,125,70,1032,3586,6,552,5
AST6,AS,T6,6,Training,T,125,70,2418,8460,1,1266,5
AST7,AS,T7,7,Validation,T,125,70,1023,3502,13,578,5
AST8,AS,T8,8,Validation,T,125,70,1320,4540,14,735,5
AST9,AS,T9,9,Validation,T,125,70,1942,6755,6,1043,5
AST10,AS,T10,10,Cross-validation,T,125,70,2136,7495,7,1100,5
AST1,AS,T1,1,Training,T,125,100,737,2557,8,388,5
AST2,AS,T2,2,Training,T,125,100,1498,5235,4,800,5
AST3,AS,T3,3,Training,T,125,100,1958,6881,3,991,5
AST4,AS,T4,4,Training,T,125,100,364,1248,5,202,5
AST5,AS,T5,5,Training,T,125,100,1032,3586,6,552,5
AST6,AS,T6,6,Training,T,125,100,2416,8461,1,1261,5
AST7,AS,T7,7,Validation,T,125,100,1023,3502,13,578,5
AST8,AS,T8,8,Validation,T,125,100,1310,4501,13,737,5
AST9,AS,T9,9,Validation,T,125,100,1947,6770,6,1048,5
AST10,AS,T10,10,Cross-validation,T,125,100,2143,7523,7,1100,5
AST1,AS,T1,1,Training,T,125,125,737,2557,8,388,5
AST2,AS,T2,2,Training,T,125,125,1134,3951,1,614,5
AST3,AS,T3,3,Training,T,125,125,1948,6844,3,989,5
AST4,AS,T4,4,Training,T,125,125,362,1240,5,202,5
AST5,AS,T5,5,Training,T,125,125,1032,3586,6,552,5
AST6,AS,T6,6,Training,T,125,125,2345,8202,1,1235,5
AST7,AS,T7,7,Validation,T,125,125,1017,3479,12,579,5
AST8,AS,T8,8,Validation,T,125,125,1262,4331,14,713,5
AST9,AS,T9,9,Validation,T,125,125,1944,6766,6,1042,5
AST10,AS,T10,10,Cross-validation,T,125,125,2152,7534,11,1118,5
AST1,AS,T1,1,Training,T,175,70,437,1503,10,229,5
AST2,AS,T2,2,Training,T,175,70,1261,4357,3,708,5
AST3,AS,T3,3,Training,T,175,70,1211,4227,8,623,5
AST4,AS,T4,4,Training,T,175,70,275,956,2,143,5
AST5,AS,T5,5,Training,T,175,70,576,1968,6,335,5
AST6,AS,T6,6,Training,T,175,70,2062,7171,2,1116,5
AST7,AS,T7,7,Validation,T,175,70,614,2084,13,354,5
AST8,AS,T8,8,Validation,T,175,70,739,2532,9,414,5
AST9,AS,T9,9,Validation,T,175,70,1351,4633,18,760,5
AST10,AS,T10,10,Cross-validation,T,175,70,1732,6038,7,922,5
AST1,AS,T1,1,Training,T,175,100,437,1503,10,229,5
AST2,AS,T2,2,Training,T,175,100,1269,4389,4,709,5
AST3,AS,T3,3,Training,T,175,100,1236,4297,16,637,5
AST4,AS,T4,4,Training,T,175,100,275,954,2,145,5
